Year,MNO,RFNSA ID,Latitude,Longitude,GSM900,IoT700,WCDMA850,WCDMA2100,LTE700,LTE850,LTE900,LTE1800,LTE2100,LTE2600,NR700,NR850,NR2100,NR2600,NR3600,NR26000,Co_funded,Co_contribution_program,Round
2024,Telstra,822081,-13.734073,131.041466,,Y,,,Y,,,,,,,,,,,,,,
2024,Telstra,822082,-13.58231,131.45755,,,,,,,,,,Y,,,,,,,,,
2024,Telstra,822084,-12.56915,130.91796,,,,,,,,Y,,,,,,,,,,,
2024,Telstra,822084,-12.569423,130.919963,,,,,,,,Y,,,,,,,,,,,
2024,Telstra,822090,-13.60602,132.22046,,Y,,,Y,,,,,,,,,,,,,,
2024,Telstra,822092,-12.81834,130.62004,,Y,Y,,Y,,,,,,,,,,,,Y,Federal Mobile Black Spot Program (MBSP),2
2024,Telstra,822097,-12.53667,130.69887,,Y,Y,,Y,,,,,,,,,,,,,,
2024,Telstra,822100,-11.76948,130.891187,,Y,,,Y,,,,,,,,,,,,,,
2024,Telstra,822101,-12.567236,130.91626,,,,,,,,Y,,,,,,,,,,,
2024,Telstra,822103,-12.432888,132.9515,,Y,,,Y,,,,,,,,,,,,Y,REGIONAL CO-INVESTMENT: NT RTCP - Greenfield Macro,2
2024,Telstra,822105,-13.02534,130.95447,,Y,,,Y,,,,,,,,,,,,,,
2024,Telstra,822108,-13.8341,131.1865,,Y,,,Y,,,,,,,,,,,,,,
2024,Telstra,828001,-12.44,130.92917,,Y,Y,,Y,,,Y,Y,Y,,,,,,,,,
2024,Telstra,828003,-12.47611,130.91806,,Y,Y,,Y,,,Y,,,,,,,,,,,
2024,Telstra,829001,-12.46105,130.96154,,Y,Y,,Y,,,Y,,,,,,,,,,,
2024,Telstra,829002,-12.43633,130.97487,,Y,Y,,Y,,,Y,Y,Y,,,,,,,,,
2024,Telstra,829003,-12.476,131.00366,,,Y,,,,,Y,,Y,,,,,,,Y,Northern Territory Co-investment Northern Territory ISCA,
2024,Telstra,830001,-12.49333,130.98667,,Y,Y,,Y,,,Y,Y,Y,,,,,,,,,
2024,Telstra,830003,-12.50877,130.96407,,Y,Y,,Y,,,Y,,,,,,,,,,,
2024,Telstra,830006,-12.48552,130.96954,,Y,Y,,Y,,,Y,,Y,,,,Y,,,,,
2024,Telstra,830007,-12.50099,130.97858,,Y,Y,,Y,,,Y,Y,Y,,,,Y,,,,,
2024,Telstra,830010,-12.4716,130.982988,,,,,,,,Y,,Y,,,,,,,,,
2024,Telstra,830012,-12.47918,130.98633,,Y,Y,,Y,,,Y,Y,Y,,,,Y,,,,,
2024,Telstra,831001,-12.45944,130.97611,,Y,Y,,Y,,,Y,Y,Y,,,,Y,,,,,
2024,Telstra,832001,-12.51533,130.9911,,Y,Y,,Y,,,Y,Y,Y,,,,,,,,,
2024,Telstra,835001,-12.48268,131.07386,,Y,Y,,Y,,,Y,,,,,,,,,,,
2024,Telstra,835003,-12.51478,131.02913,,Y,Y,,Y,,,Y,Y,Y,,,,,,,,,
2024,Telstra,835004,-12.48389,131.02556,,Y,Y,,Y,,,Y,Y,Y,,,,Y,,,,,
2024,Telstra,835005,-12.52689,131.07267,,Y,Y,,Y,,,Y,,,,,,,,,,,
2024,Telstra,835011,-12.555369,131.028672,,Y,,,Y,,,Y,,,,,,,,,,,
2024,Telstra,835014,-12.49694,131.044377,,Y,,,Y,,,,,,,,,,,,,,
2024,Telstra,836001,-12.56944,131.09889,,Y,Y,,Y,,,Y,,,,,,,,,,,
2024,Telstra,836002,-12.55419,131.15106,,Y,Y,,Y,,,Y,,Y,,,,Y,,,,,
2024,Telstra,836005,-12.59224,131.14555,,Y,Y,,Y,,,Y,,,,,,,,,,,
2024,Telstra,836006,-12.5268,131.113,,Y,,,Y,,,Y,,,,,,,,,,,
2024,Telstra,837002,-12.6325,131.075,,Y,Y,,Y,,,,,,,,,,,,,,
2024,Telstra,837004,-12.6775,131.13639,,Y,Y,,Y,,,Y,,Y,,,,Y,,,,,
2024,Telstra,838003,-12.69944,131.01361,,Y,Y,,Y,,,Y,,,,,,,,,,,
2024,Telstra,839001,-12.52524,131.04297,,Y,,,Y,,,,,,,,,,,,,,
2024,Telstra,840003,-12.7588,130.35935,,Y,Y,,Y,,,,,Y,,,,,,,,,
2024,Telstra,841001,-12.81361,130.9876,,Y,Y,,Y,,,,,,,,,,,,,,
2024,Telstra,845001,-13.04612,131.02713,,Y,Y,,Y,,,,,,,,,,,,,,
2024,Telstra,846001,-13.52327,131.48623,,Y,Y,,Y,,,,,,,,,,,,,,
2024,Telstra,846002,-13.24444,131.10889,,Y,Y,,Y,,,,,,,,,,,,,,
2024,Telstra,847001,-14.08536,131.98417,,Y,Y,,Y,,,,,,,,,,,,,,
2024,Telstra,847002,-13.8275,131.83417,,Y,Y,,Y,,,,,,,,,,,,,,
2024,Telstra,850002,-14.47222,132.27889,,Y,Y,,Y,,,,,Y,,,,,,,,,
2024,Telstra,850004,-14.48139,132.24472,,Y,Y,,Y,Y,,,,Y,,,,Y,,,,,
2024,Telstra,850008,-14.32556,132.4175,,,Y,,,,,,,,,,,,,,,,
2024,Telstra,850009,-14.43944,132.27389,,Y,Y,,Y,,,,,Y,,,,,,,,,
2024,Telstra,850016,-14.46234,132.26288,,Y,Y,,Y,,,,,Y,,,,,,,,,
2024,Telstra,850018,-14.52033,132.16011,,Y,Y,,Y,,,,,Y,,,,,,,,,
2024,Telstra,850022,-14.46908,132.29129,,Y,,,Y,,,,Y,Y,,,,Y,,,,,
2024,Telstra,852001,-18.33139,130.63417,,Y,Y,,Y,,,,,Y,,,,,,,,,
2024,Telstra,852002,-14.73361,134.73278,,Y,Y,,Y,,,,,Y,,,,,,,,,
2024,Telstra,852003,-14.27917,135.74,,Y,Y,,Y,,,,,Y,,,,,,,,,
2024,Telstra,852004,-15.65639,130.47889,,Y,Y,,Y,,,,,,,,,,,,,,
2024,Telstra,852005,-14.93528,133.05944,,Y,Y,,Y,,,,,Y,,,,,,,,,
2024,Telstra,852006,-16.30694,133.38639,,Y,Y,,Y,,,,,,,,,,,,,,
2024,Telstra,852007,-14.51917,132.86806,,Y,Y,,Y,,,,,,,,,,,,,,
2024,Telstra,852008,-14.55307,133.11544,,Y,Y,,Y,,,,,,,,,,,,,,
2024,Telstra,852009,-17.44192,130.82986,,Y,Y,,Y,,,,,Y,,,,,,,,,
2024,Telstra,852045,-15.5443,133.187263,,Y,,,Y,,,,,,,,,,,,Y,Northern Territory Co-investment Northern Territory ISCA,
2024,Telstra,852058,-16.43509,136.09167,,Y,Y,,Y,,,,,Y,,,,,,,,,
2024,Telstra,852060,-14.28053,132.83458,,Y,Y,,Y,,,,,,,,,,,,,,
2024,Telstra,852083,-15.60101,130.45469,,,Y,,,,,,,,,,,,,,,,
2024,Telstra,852084,-17.06557,133.412,,,Y,,,,,,,,,,,,,,,,
2024,Telstra,852088,-14.95327,133.300054,,,,,,,,,,Y,,,,,,,,,
2024,Telstra,852089,-16.6839,135.7267,,Y,,,Y,,,,,,,,,,,,,,
2024,Telstra,852090,-15.22066,134.08211,,Y,Y,,Y,,,,,,,,,,,,,,
2024,Telstra,852091,-16.44813,130.88422,,Y,Y,,Y,,,,,,,,,,,,,,
2024,Telstra,852092,-13.67225,134.34067,,Y,Y,,Y,,,,,,,,,,,,,,
2024,Telstra,852100,-16.54332,131.796776,,Y,,,Y,,,,,,,,,,,,Y,Northern Territory Co-investment Northern Territory ISCA,
2024,Telstra,852101,-15.766319,131.819881,,Y,Y,,Y,,,,,,,,,,,,,,
2024,Telstra,852104,-16.679733,133.412916,,Y,,,Y,,,,,,,,,,,,,,
2024,Telstra,852106,-15.76711,130.040139,,Y,Y,,Y,,,,,,,,,,,,Y,Northern Territory Co-investment Northern Territory ISCA,
2024,Telstra,852107,-16.48793,130.64386,,Y,,,Y,,,,,,,,,,,,,,
2024,Telstra,852108,-17.053,129.01027,,Y,,,Y,,,,,,,,,,,,,,
2024,Telstra,852109,-16.42911,135.19785,,Y,,,Y,,,,,,,,,,,,,,
2024,Telstra,852114,-15.20843,129.450337,,Y,,,Y,,,,,,,,,,,,,,
2024,Telstra,852115,-15.23523,129.335708,,Y,,,Y,,,,,,,,,,,,,,
2024,Telstra,852118,-16.63386,129.3272,,Y,,,Y,,,,,,,,,,,,,,
2024,Telstra,853001,-14.50944,132.39204,,Y,Y,,Y,,,Y,,,,,,,,,,,
2024,Telstra,854001,-16.05361,136.30611,,Y,Y,,Y,,,Y,Y,Y,,,,,,,,,
2024,Telstra,860001,-19.71028,135.82667,,Y,Y,,Y,,,,,,,,,,,,,,
2024,Telstra,860002,-19.63417,134.22361,,Y,Y,,Y,,,,,,,,,,,,,,
2024,Telstra,860009,-19.65103,134.18377,,Y,Y,,Y,,,,,Y,,,,,,,,,
2024,Telstra,860022,-19.64756,134.19761,,Y,,,Y,,,,,Y,,,,,,,,,
2024,Telstra,862001,-17.555,133.54444,,Y,Y,,Y,,,,,,,,,,,,,,
2024,Telstra,862019,-16.75799,136.9844,,Y,,,Y,,,,,,,,,,,,,,
2024,Telstra,862038,-17.370545,133.409182,,,Y,,,,,,,,,,,,,,,,
2024,Telstra,862044,-17.21123,137.94643,,Y,,,Y,,,,,,,,,,,,,,
2024,Telstra,870001,-23.72222,133.85639,,Y,Y,,Y,,,,,,,,,,,,,,
2024,Telstra,870005,-23.69171,133.87245,,Y,Y,,Y,,,Y,Y,Y,,,,,,,,,
2024,Telstra,870010,-23.52395,133.68087,,Y,Y,,Y,,,,,,,,,,,,,,
2024,Telstra,870019,-23.69617,133.88437,,Y,Y,,Y,Y,,Y,Y,Y,,,,Y,,,,,
2024,Telstra,870021,-23.80028,133.90083,,Y,Y,,Y,,,,,Y,,,,Y,,,,,
2024,Telstra,870026,-23.70018,133.8691,,,Y,,,,,,,,,,,,,,,,
2024,Telstra,870055,-23.704523,133.853341,,Y,Y,,Y,Y,,,,Y,,,,Y,,,,,
2024,Telstra,870057,-23.700462,133.861844,,Y,Y,,Y,,,,,Y,,,,Y,,,,,
2024,Telstra,870061,-23.70001,133.8947,,Y,,,Y,,,,,Y,,,,Y,,,,,
2024,Telstra,870062,-23.75359,133.87394,,Y,,,Y,,,,,,,,,,,,,,
2024,Telstra,870063,-23.73843,133.86348,,Y,Y,,Y,,,,,Y,,,,Y,,,,,
2024,Telstra,870065,-23.69496,133.832879,,Y,,,Y,,,,,,,,,,,,,,
2024,Telstra,871001,-23.67306,133.86972,,Y,Y,,Y,,,,,Y,,,,Y,,,,,
2024,Telstra,871002,-23.708597,133.874288,,Y,Y,,Y,,,Y,,Y,,,,Y,,,,,
2024,Telstra,872001,-22.20222,133.42083,,Y,Y,,Y,,,,,,,,,,,,,,
2024,Telstra,872002,-25.19122,130.97542,,,Y,,,,,,,Y,,,,,,,,,
2024,Telstra,872003,-25.24259,130.984073,,Y,Y,,Y,,,Y,Y,Y,,,,,,,,,
2024,Telstra,872004,-21.0025,134.40694,,Y,Y,,Y,,,,,,,,,,,,,,
2024,Telstra,872005,-26.28497,132.13487,,Y,Y,,Y,,,,,,,,,,,,,,
2024,Telstra,872013,-25.19556,133.20139,,Y,Y,,Y,,,,,,,,,,,,,,
2024,Telstra,872016,-25.58511,134.57334,,Y,Y,,Y,,,,,,,,,,,,Y,Federal Mobile Black Spot Program (MBSP),1
2024,Telstra,872021,-22.515106,132.75377,,Y,,,Y,,,,,,,,,,,,Y,REGIONAL CO-INVESTMENT: NT RTCP - Brownfield,2
2024,Telstra,872023,-24.13028,134.37611,,Y,Y,,Y,,,,,,,,,,,,,,
2024,Telstra,872024,-20.54443,130.31722,,,Y,,,,,,,,,,,,,,,,
2024,Telstra,872025,-22.25156,131.79875,,Y,Y,,Y,,,,,Y,,,,,,,,,
2024,Telstra,872028,-22.8111,132.59973,,Y,,,Y,,,,,,,,,,,,Y,Northern Territory Co-investment Northern Territory ISCA,
2024,Telstra,872032,-24.6772,134.07694,,Y,Y,,Y,,,,,,,,,,,,,,
2024,Telstra,872034,-23.94213,132.77681,,Y,Y,,Y,,,,,Y,,,,,,,,,
2024,Telstra,872045,-24.25223,131.510363,,Y,,,Y,,,,,,,,,,,,,,
2024,Telstra,872046,-23.27311,129.386987,,Y,Y,,Y,,,,,,,,,,,,,,
2024,Telstra,872058,-23.19087,131.92328,,Y,Y,,Y,,,,,,,,,,,,,,
2024,Telstra,872073,-25.31209,131.75788,,Y,,,Y,,,,,,,,,,,,,,
2024,Telstra,872080,-26.1457,131.15411,,Y,Y,,Y,,,,,Y,,,,,,,Y,Federal Mobile Black Spot Program (MBSP),1
2024,Telstra,872081,-25.83843,133.299,,Y,,,Y,,,,,,,,,,,,,,
2024,Telstra,872082,-23.25451,131.2774,,Y,Y,,Y,,,,,,,,,,,,Y,Federal Mobile Black Spot Program (MBSP),1
2024,Telstra,872085,-25.75336,133.69211,,Y,,,Y,,,,,,,,,,,,,,
2024,Telstra,872102,-24.12447,133.087629,,Y,Y,,Y,,,,,,,,,,,,Y,Federal Mobile Black Spot Program (MBSP),1
2024,Telstra,872110,-24.99871,128.288662,,Y,Y,,Y,,,,,,,,,,,,,,
2024,Telstra,872111,-25.2841,127.5419,,Y,Y,,Y,,,,,,,,,,,,,,
2024,Telstra,872113,-25.8607,127.6648,,Y,Y,,Y,,,,,,,,,,,,,,
2024,Telstra,872115,-26.0689,128.9346,,Y,Y,,Y,,,,,,,,,,,,,,
2024,Telstra,872116,-22.086785,134.7758417,,Y,Y,,Y,,,,,,,,,,,,,,
2024,Telstra,872117,-21.654547,135.226058,,Y,Y,,Y,,,,,,,,,,,,,,
2024,Telstra,872119,-25.35605,131.06738,,Y,Y,,Y,,,,,,,,,,,,,,
2024,Telstra,872120,-21.531213,133.889953,,,Y,,,,,,,,,,,,,,,,
2024,Telstra,872121,-20.53334,129.93694,,Y,Y,,Y,,,,,,,,,,,,,,
2024,Telstra,872122,-20.55027,130.33319,,Y,Y,,Y,,,,Y,Y,,,,,,,,,
2024,Telstra,872123,-27.00701,132.71204,,Y,Y,,Y,,,,,,,,,,,,Y,Federal Mobile Black Spot Program (MBSP),1
2024,Telstra,872124,-22.64241,133.34469,,,,,,,,,,Y,,,,,,,,,
2024,Telstra,872125,-24.87253,129.079969,,Y,Y,,Y,,,,,,,,,,,,,,
2024,Telstra,872128,-26.96597,133.310912,,Y,Y,,Y,,,Y,,,,,,,,,Y,Federal Mobile Black Spot Program (MBSP),1
2024,Telstra,872129,-26.15862,129.17393,,Y,Y,,Y,,,,,,,,,,,,Y,Federal Mobile Black Spot Program (MBSP),1
2024,Telstra,872130,-26.76587,132.033253,,Y,Y,,Y,,,,,,,,,,,,Y,Federal Mobile Black Spot Program (MBSP),1
2024,Telstra,872131,-26.46578,132.04445,,Y,Y,,Y,,,,,,,,,,,,Y,Federal Mobile Black Spot Program (MBSP),1
2024,Telstra,872134,-20.79571,134.23652,,Y,,,Y,,,,,,,,,,,,,,
2024,Telstra,872138,-25.12908,132.569341,,Y,Y,,Y,,,,,,,,,,,,,,
2024,Telstra,872143,-20.64109,134.2227,,Y,,,Y,,,,,,,,,,,,,,
2024,Telstra,872150,-22.97021,134.448915,,Y,Y,,Y,,,,,,,,,,,,,,
2024,Telstra,872152,-22.97496,134.93773,,Y,Y,,Y,,,,,,,,,,,,,,
2024,Telstra,872164,-21.16637,135.44675,,Y,,,Y,,,,,,,,,,,,,,
2024,Telstra,872166,-20.4463912,135.2617646,,Y,,,Y,,,,,,,,,,,,Y,REGIONAL CO-INVESTMENT: NT RTCP - Greenfield Macro,2
2024,Telstra,872167,-23.7218,133.4701,,Y,,,Y,,,,,,,,,,,,,,
2024,Telstra,872168,-24.33977,133.4581,,Y,,,Y,,,,,,,,,,,,,,
2024,Telstra,872170,-20.52398,129.95232,,Y,,,Y,,,,,Y,,,,,,,,,
2024,Telstra,872171,-19.99025,136.617304,,Y,,,Y,,,,,,,,,,,,,,
2024,Telstra,872172,-20.64616,135.5852,,Y,,,Y,,,,,,,,,,,,Y,Northern Territory Co-investment Northern Territory ISCA,
2024,Telstra,872175,-22.65143,130.55136,,Y,,,Y,,,,,,,,,,,,Y,Northern Territory Co-investment Northern Territory ISCA,
2024,Telstra,872176,-21.24644,132.61735,,Y,,,Y,,,,,,,,,,,,Y,Northern Territory Co-investment Northern Territory ISCA,
2024,Telstra,872177,-22.25834811,132.205041,,Y,,,Y,,,,,,,,,,,,Y,REGIONAL CO-INVESTMENT: NT RTCP - Greenfield Macro,2
2024,Telstra,872178,-22.80144,134.45466,,Y,,,Y,,,,,,,,,,,,,,
2024,Telstra,872179,-22.53222,132.75752,,Y,,,Y,,,,,,,,,,,,,,
2024,Telstra,872180,-22.81818,127.76412,,Y,,,Y,,,,,,,,,,,,Y,Federal Mobile Black Spot Program (MBSP),4
2024,Telstra,872181,-24.389032,131.803913,,Y,,,Y,,,,,,,,,,,,,,
2024,Telstra,872190,-26.05923,127.69913,,Y,,,Y,,,,,Y,,,,,,,,,
2024,Telstra,872193,-26.08108,127.706727,,Y,,,Y,,,,,Y,,,,,,,,,
2024,Telstra,872198,-21.507794,133.996754,,Y,,,Y,,,,,,,,,,,,Y,Federal Mobile Black Spot Program (MBSP),5
2024,Telstra,872205,-21.73974,133.73193,,Y,,,Y,,,,,,,,,,,,Y,REGIONAL CO-INVESTMENT: RCP - Small Cell Satellite,1
2024,Telstra,873001,-23.74989,133.81526,,Y,,,Y,,,,,Y,,,,,,,,,
2024,Telstra,880001,-12.19105,136.69197,,Y,Y,,Y,,,,,,,,,,,,,,
2024,Telstra,880002,-12.50333,135.80361,,Y,Y,,Y,,,,,Y,,,,,,,,,
2024,Telstra,880003,-12.1815,136.77699,,Y,Y,,Y,,,,,,,,,,,,,,
2024,Telstra,880006,-12.21102,136.79171,,Y,Y,,Y,,,,,,,,,,,,,,
2024,Telstra,880012,-12.25052,136.89556,,Y,Y,,Y,,,,,Y,,,,,,,,,
2024,Telstra,880016,-12.38241,136.79831,,Y,,,Y,,,,,,,,,,,,,,
2024,Telstra,885001,-13.84722,136.43417,,Y,Y,,Y,,,,,Y,,,,,,,,,
2024,Telstra,885002,-13.78362,136.1992,,Y,,,Y,,,,,,,,,,,,,,
2024,Telstra,885004,-13.85704,136.812557,,Y,Y,,Y,,,,,,,,,,,,,,
2024,Telstra,885007,-13.84825,136.41781,,Y,,,Y,Y,,,,Y,,,,Y,,,Y,REGIONAL CO-INVESTMENT: RCP - Greenfield Macro,2
2024,Telstra,886001,-12.66944,132.83444,,Y,Y,,Y,,,,,Y,,,,,,,,,
2024,Telstra,886002,-12.90601,132.52255,,Y,Y,,Y,,,,,,,,,,,,,,
2024,Telstra,886003,-12.67655,132.480498,,Y,,,Y,,,,,,,,,,,,,,
2024,Telstra,886005,-12.68279,132.92288,,,Y,,,,,,,,,,,,,,,,
2024,Telstra,2000003,-33.8698,151.20461,,Y,Y,,Y,,,Y,Y,Y,,Y,,Y,Y,Y,,,
2024,Telstra,2000006,-33.87513,151.20584,,Y,Y,,Y,,,Y,Y,Y,,,,,Y,,,,
2024,Telstra,2000007,-33.86633,151.20469,,Y,Y,,Y,,,Y,Y,Y,,Y,,Y,Y,Y,,,
2024,Telstra,2000008,-33.87459,151.20693,,,Y,,,,,Y,,,,,,,,,,,
2024,Telstra,2000015,-33.87161,151.20378,,,Y,,,,,Y,,,,,,,,,,,
2024,Telstra,2000016,-33.87019,151.2131,,,Y,,,,,Y,,,,,,,,,,,
2024,Telstra,2000019,-33.8652,151.2071,,,,,,,,Y,,,,,,,,,,,
2024,Telstra,2000020,-33.86729,151.21321,,,,,,,,Y,,Y,,,,,Y,,,,
2024,Telstra,2000020,-33.86729,151.21321,,Y,Y,,Y,,,Y,Y,Y,,Y,,Y,Y,Y,,,
2024,Telstra,2000023,-33.87215,151.20614,,Y,Y,,Y,,,Y,Y,Y,,Y,,Y,Y,Y,,,
2024,Telstra,2000024,-33.87429,151.21331,,Y,Y,,Y,,,Y,Y,Y,,,,,Y,,,,
2024,Telstra,2000027,-33.85947,151.20749,,Y,Y,,Y,,,Y,,Y,,,,,,,,,
2024,Telstra,2000040,-33.86358,151.20483,,Y,Y,,Y,,,Y,Y,Y,,Y,,Y,Y,,,,
2024,Telstra,2000043,-33.86557,151.2117,,,Y,,,,,Y,,,,,,,,,,,
2024,Telstra,2000043,-33.8658743,151.211412,,,,,,,,Y,,Y,,,,,,,,,
2024,Telstra,2000044,-33.86497,151.20717,,,Y,,,,,Y,Y,,,,,,,,,,
2024,Telstra,2000045,-33.86395,151.21131,,,Y,,,,,Y,,,,,,,,,,,
2024,Telstra,2000045,-33.86395,151.21131,,,,,,,,Y,,Y,,,,,,,,,
2024,Telstra,2000046,-33.86788,151.20798,,,Y,,,,,Y,,,,,,,,,,,
2024,Telstra,2000047,-33.87225,151.20671,,,Y,,,,,Y,,,,,,,,,,,
2024,Telstra,2000048,-33.86322,151.20815,,,Y,,,,,Y,,,,,,,,,,,
2024,Telstra,2000050,-33.86914,151.20885,,,Y,,,,,Y,,,,,,,,,,,
2024,Telstra,2000051,-33.87241,151.20364,,,Y,,,,,Y,,,,,,,,,,,
2024,Telstra,2000052,-33.88262,151.20615,,,Y,,,,,,,,,,,,,,,,
2024,Telstra,2000052,-33.88284,151.20719,,,Y,,,,,,,,,,,,,,,,
2024,Telstra,2000055,-33.86141,151.21093,,Y,Y,,Y,,,Y,Y,Y,,,,,,,,,
