Year,MNO,RFNSA ID,Latitude,Longitude,NBIoT850,LTE700,LTE850,LTE1800,LTE2100,NR700,NR1800,NR2100,NR3600,NR26000,Co_funded,Co_contribution_program,Round
2024,TPG,2325002,-32.8656,151.4426,,,Y,Y,,,,,,,,,
2024,TPG,2325003,-32.76323803,151.2230096,,,Y,Y,Y,Y,,,,,,,
2024,TPG,2326006,-32.7949,151.46526,,,Y,Y,,,,,,,,,
2024,TPG,2327001,-32.82835315,151.4776559,,,Y,Y,Y,Y,,,,,,,
2024,TPG,2330001,-32.553277,151.141586,,,Y,Y,Y,Y,,,,,,,
2024,TPG,2330006,-32.507543,151.158351,,,Y,,,,,,,,,,
2024,TPG,2330029,-32.537369,151.153357,,,Y,Y,,,,,,,,,
2024,TPG,2330035,-32.56838,151.17047,,,Y,Y,,,,,,,,,
2024,TPG,2333001,-32.36351629,150.857796,,,Y,,,,,,,,,,
2024,TPG,2333012,-32.26391,150.90922,,,Y,,,,,,,,,,
2024,TPG,2333029,-32.19753,150.47543,,,Y,,,,,,,,,,
2024,TPG,2335002,-32.6581123,151.3977019,,,Y,Y,Y,Y,,,,,,,
2024,TPG,2335003,-32.651101,151.256517,,,Y,Y,,,,,,,,,
2024,TPG,2335007,-32.66,151.36321,,,Y,Y,Y,,,,,,,,
2024,TPG,2337001,-32.05182,150.86959,,,Y,,,,,,,,,,
2024,TPG,2338002,-31.72791,150.84365,,,Y,,,,,,,,,,
2024,TPG,2340005,-31.14454,150.98218,,,Y,,,,,,,,,,
2024,TPG,2340009,-31.07594,150.95756,,,Y,Y,Y,,,,,,,,
2024,TPG,2340014,-31.09273,150.93056,,,Y,,,,,,,,,,
2024,TPG,2340016,-31.11646,150.90938,,,Y,Y,Y,,,,,,,,
2024,TPG,2340035,-31.01006,150.87434,,,Y,,,,,,,,Y,Federal Mobile Black Spot Program (MBSP),1
2024,TPG,2340036,-31.11317,150.86432,,,Y,Y,Y,,,,,,Y,Federal Mobile Black Spot Program (MBSP),1
2024,TPG,2340040,-31.09547,150.89021,,,Y,Y,Y,,,,,,,,
2024,TPG,2340054,-31.07523,150.922979,,,Y,,,,,,,,,,
2024,TPG,2340058,-31.10395,150.91939,,,Y,Y,Y,,,,,,,,
2024,TPG,2340059,-31.17675,150.89236,,,Y,Y,Y,,,,,,Y,Federal Mobile Black Spot Program (MBSP),1
2024,TPG,2340060,-30.98262,150.5915,,,Y,Y,Y,,,,,,,,
2024,TPG,2340061,-31.15775,151.07727,,,Y,,,,,,,,Y,Federal Mobile Black Spot Program (MBSP),1
2024,TPG,2340063,-31.04622,150.89541,,,Y,Y,Y,,,,,,Y,Federal Mobile Black Spot Program (MBSP),1
2024,TPG,2343002,-31.43194,150.87183,,,Y,,,,,,,,,,
2024,TPG,2343016,-31.60327,150.78058,,,Y,,,,,,,,,,
2024,TPG,2344003,-31.21026,150.8217,,,Y,,,,,,,,Y,Federal Mobile Black Spot Program (MBSP),1
2024,TPG,2345002,-30.9296,150.8521,,,Y,,,,,,,,Y,Federal Mobile Black Spot Program (MBSP),1
2024,TPG,2346003,-30.74392,150.69872,,,Y,,,,,,,,Y,Federal Mobile Black Spot Program (MBSP),1
2024,TPG,2347001,-30.48743,150.64105,,,Y,,,,,,,,Y,Federal Mobile Black Spot Program (MBSP),1
2024,TPG,2347012,-30.38022,150.59405,,,Y,,,,,,,,Y,Federal Mobile Black Spot Program (MBSP),1
2024,TPG,2350001,-30.54144,151.65158,,,Y,Y,Y,,,,,,,,
2024,TPG,2350002,-30.48324,151.64276,,,Y,,,,,,,,,,
2024,TPG,2350006,-30.514343,151.668498,,,Y,Y,Y,,,,,,,,
2024,TPG,2350012,-30.50555,151.54428,,,Y,,,,,,,,Y,Federal Mobile Black Spot Program (MBSP),1
2024,TPG,2350020,-30.53133,151.71308,,,Y,Y,Y,,,,,,,,
2024,TPG,2352001,-31.06736,151.04144,,,Y,,,,,,,,,,
2024,TPG,2353006,-31.03159,151.08094,,,Y,,,,,,,,Y,Federal Mobile Black Spot Program (MBSP),1
2024,TPG,2354002,-30.979948,151.618294,,,Y,,,,,,,,Y,Federal Mobile Black Spot Program (MBSP),1
2024,TPG,2355004,-30.94544,151.14816,,,Y,,,,,,,,,,
2024,TPG,2357001,-31.05938,149.40257,,,Y,,,,,,,,,,
2024,TPG,2357002,-31.27123,149.27907,,,Y,,,,,,,,,,
2024,TPG,2357003,-31.33565,149.28687,,,Y,,,,,,,,,,
2024,TPG,2358001,-30.76235,151.3633,,,Y,,,,,,,,,,
2024,TPG,2358007,-30.6317,151.50305,,,Y,Y,Y,,,,,,,,
2024,TPG,2360002,-29.77135,151.14937,,,Y,,,,,,,,,,
2024,TPG,2360009,-29.78115,151.281403,,,Y,,,,,,,,Y,Federal Mobile Black Spot Program (MBSP),1
2024,TPG,2360020,-29.81294,151.54365,,,Y,,,,,,,,Y,Federal Mobile Black Spot Program (MBSP),1
2024,TPG,2365001,-30.2614,151.68303,,,Y,,,,,,,,,,
2024,TPG,2365002,-30.0083,151.68015,,,Y,,,,,,,,,,
2024,TPG,2365014,-30.33256,151.675,,,Y,,,,,,,,,,
2024,TPG,2370001,-29.61561,151.84619,,,Y,,,,,,,,,,
2024,TPG,2370003,-29.71733,151.69124,,,Y,,,,,,,,,,
2024,TPG,2371001,-29.37683,152.00983,,Y,Y,,,,,,,,,,
2024,TPG,2372001,-29.08630132,151.9664742,,,Y,,,,,,,,,,
2024,TPG,2372002,-29.317,151.90216,,,Y,,,,,,,,,,
2024,TPG,2372007,-29.1771,152.01766,,,Y,,,,,,,,,,
2024,TPG,2380001,-31.002209,150.261537,,,Y,,,,,,,,,,
2024,TPG,2390002,-30.803025,149.484247,,,Y,,,,,,,,,,
2024,TPG,2390003,-30.507139,149.630705,,,Y,,,,,,,,,,
2024,TPG,2397001,-29.95607,149.91535,,,Y,,,,,,,,,,
2024,TPG,2400001,-29.46366,149.84408,,,Y,,,,,,,,,,
2024,TPG,2400002,-29.30181,149.98852,,,Y,,,,,,,,,,
2024,TPG,2400003,-29.031945,150.043966,,,Y,,,,,,,,,,
2024,TPG,2400004,-28.802341,150.262475,,,Y,,,,,,,,,,
2024,TPG,2400005,-29.4706,149.75095,,,Y,,,,,,,,,,
2024,TPG,2423002,-32.40136,152.21986,,,Y,,,,,,,,,,
2024,TPG,2423003,-32.37536,152.3032,,,Y,,,,,,,,,,
2024,TPG,2423004,-32.21702,152.30306,,,Y,,,,,,,,,,
2024,TPG,2423005,-32.51774,152.18463,,,Y,,,,,,,,,,
2024,TPG,2428002,-32.19337,152.5246,,,Y,,,,,,,,,,
2024,TPG,2430004,-31.91053,152.4546,,,Y,,,,,,,,,,
2024,TPG,2431001,-30.88975,153.04846,,,Y,,Y,,,,,,,,
2024,TPG,2439002,-31.701893,152.678692,,,Y,,,,,,,,,,
2024,TPG,2440004,-31.08421,152.84412,,,Y,,,,,,,,,,
2024,TPG,2440027,-31.068315,152.820226,,,Y,,,,,,,,,,
2024,TPG,2441001,-31.16294,152.79006,,,Y,,,,,,,,,,
2024,TPG,2441005,-31.34119,152.68261,,,Y,,,,,,,,,,
2024,TPG,2444004,-31.46527,152.91898,,,Y,,,,,,,,,,
2024,TPG,2444017,-31.4282,152.909,,,Y,,Y,,,,,,,,
2024,TPG,2445001,-31.57903,152.79875,,,Y,,,,,,,,,,
2024,TPG,2446001,-31.43465599,152.8209837,,,Y,,,,,,,,,,
2024,TPG,2447002,-30.81381,152.91993,,,Y,,,,,,,,,,
2024,TPG,2448001,-30.56075,152.99665,,,Y,,,,,,,,,,
2024,TPG,2448002,-30.65213,152.9614,,,Y,,,,,,,,,,
2024,TPG,2450003,-30.30449,153.10739,,,Y,,Y,,,,,,,,
2024,TPG,2450004,-30.263133,153.118298,,,Y,,,,,,,,,,
2024,TPG,2450010,-30.28851,153.1277,,,Y,,Y,,,,,,,,
2024,TPG,2450018,-30.30317,153.13764,,Y,Y,,Y,,,,,,,,
2024,TPG,2450023,-30.31607,153.09837,,,Y,,Y,,,,,,,,
2024,TPG,2450024,-30.29685,153.11256,,Y,Y,,Y,,,,,,,,
2024,TPG,2450025,-30.27393,153.09775,,,Y,,Y,,,,,,,,
2024,TPG,2452001,-30.35654,153.10441,,,Y,,Y,,,,,,,,
2024,TPG,2452002,-30.35286,153.07676,,,Y,,Y,,,,,,,,
2024,TPG,2455001,-30.52817,152.99664,,,Y,,,,,,,,,,
2024,TPG,2456002,-30.1568,153.18313,,,Y,,Y,,,,,,,,
2024,TPG,2456011,-30.12673,153.18125,,,Y,,Y,,,,,,,,
2024,TPG,2460002,-29.98081,153.10986,,,Y,,,,,,,,,,
2024,TPG,2460003,-29.73098,152.92181,,,Y,,Y,,,,,,,,
2024,TPG,2460037,-29.81088,153.03613,,,Y,,,,,,,,,,
2024,TPG,2463002,-29.49084,153.17268,,,Y,,,,,,,,,,
2024,TPG,2464001,-29.43333,153.3622,,,Y,,,,,,,,,,
2024,TPG,2469019,-28.89098,152.50709,,,Y,,,,,,,,Y,Federal Mobile Black Spot Program (MBSP),1
2024,TPG,2470001,-28.87137035,153.0463125,,,Y,,,,,,,,,,
2024,TPG,2470003,-28.899603,152.74005,,,Y,,,,,,,,Y,Federal Mobile Black Spot Program (MBSP),1
2024,TPG,2470005,-28.80368,153.11017,,,Y,,Y,,,,,,,,
2024,TPG,2470013,-28.84795,152.91104,,,Y,,,,,,,,Y,Federal Mobile Black Spot Program (MBSP),1
2024,TPG,2472001,-29.01212,153.44186,,,Y,,,,,,,,,,
2024,TPG,2472002,-29.11042,153.25797,,,Y,,,,,,,,,,
2024,TPG,2474002,-28.61836,152.97933,,,Y,,,,,,,,,,
2024,TPG,2477001,-28.820834,153.459732,,,Y,Y,Y,Y,,,Y,,,,
2024,TPG,2477004,-28.8373,153.41934,,,Y,,Y,,,,,,,,
2024,TPG,2478002,-28.86388,153.58933,,,Y,Y,Y,Y,,,,,,,
2024,TPG,2478003,-28.860377,153.537229,,,Y,Y,Y,Y,,,,,,,
2024,TPG,2478010,-28.8571,153.5605,,,Y,,Y,,,,,,,,
2024,TPG,2478012,-28.81272,153.5923,,,Y,,Y,,,,,,,,
2024,TPG,2478013,-28.8725,153.5627,,,Y,,Y,,,,,,,,
2024,TPG,2479001,-28.76883,153.53448,,,Y,Y,Y,Y,,,,,,,
2024,TPG,2480001,-28.81778,153.31862,,,Y,,Y,,,,,,,,
2024,TPG,2480002,-28.80673,153.27678,,,Y,,Y,,,,,,,,
2024,TPG,2480003,-28.54547,153.28766,,,Y,,,,,,,,,,
2024,TPG,2480004,-28.8021,153.2916,,,Y,,Y,,,,,,,,
2024,TPG,2480005,-28.85671,153.22849,,,Y,Y,Y,Y,,,,,,,
2024,TPG,2480006,-28.79668,153.26201,,,Y,,Y,,,,,,,,
2024,TPG,2480016,-28.81237087,153.3456079,,,Y,,Y,,,,,,,,
2024,TPG,2480017,-28.81643,153.29748,,,Y,Y,Y,,,,,,,,
2024,TPG,2481001,-28.660209,153.560934,,,Y,Y,Y,Y,,,,,,,
2024,TPG,2481003,-28.651304,153.620771,,,Y,,Y,,,,,,,,
2024,TPG,2481008,-28.63725,153.58447,,,Y,,Y,,,,,,,,
2024,TPG,2481013,-28.64152,153.61239,,,Y,,Y,,,,,,,,
2024,TPG,2481015,-28.67064,153.60817,,,Y,,Y,,,,,,,,
2024,TPG,2481018,-28.58528,153.54913,,,Y,,Y,,,,,,,,
2024,TPG,2481019,-28.63725,153.5562,,,Y,Y,Y,Y,,,,,,,
2024,TPG,2482001,-28.52158,153.52287,,,Y,Y,Y,Y,,,,,,,
2024,TPG,2482005,-28.5424,153.5082,,,Y,Y,,,,,,,,,
2024,TPG,2483001,-28.3996,153.45235,,,Y,Y,Y,Y,,,Y,,,,
2024,TPG,2483003,-28.517193,153.545376,,,Y,Y,Y,,,,,,,,
2024,TPG,2484001,-28.4027,153.52288,,,Y,Y,Y,Y,,,Y,,,,
2024,TPG,2484002,-28.32389,153.39861,,,Y,Y,Y,Y,,,Y,,,,
2024,TPG,2484009,-28.344632,153.561219,,,Y,Y,,,,,,,,,
2024,TPG,2485001,-28.197383,153.505327,,,Y,Y,Y,Y,,,Y,,,,
2024,TPG,2485004,-28.184011,153.522722,,,Y,Y,Y,,,,,,,,
2024,TPG,2485008,-28.176781,153.545352,,,Y,Y,Y,,,,,,,,
2024,TPG,2486001,-28.225481,153.543864,,,Y,,,,,,,,,,
2024,TPG,2486003,-28.200357,153.540004,,,Y,Y,Y,Y,,,Y,,,,
2024,TPG,2486005,-28.20224,153.54606,,,Y,Y,Y,,,,,,,,
2024,TPG,2486006,-28.24251,153.51137,,,Y,Y,Y,,,,,,,,
2024,TPG,2487001,-28.262762,153.573477,,,Y,Y,Y,,,,,,,,
2024,TPG,2487004,-28.2778,153.51395,,,Y,Y,Y,,,,,,,,
2024,TPG,2500002,-34.3669587,150.8757026,,,Y,Y,Y,Y,,,Y,,,,
2024,TPG,2500003,-34.41452,150.90013,,,Y,Y,Y,Y,,,Y,,,,
2024,TPG,2500006,-34.425186,150.883527,,,Y,Y,Y,Y,,,Y,,,,
2024,TPG,2500006,-34.424742,150.883836,,,Y,Y,,Y,,,,,,,
2024,TPG,2500007,-34.425049,150.894283,,,Y,Y,Y,,,Y,,,,,
2024,TPG,2500007,-34.425049,150.894283,,,Y,Y,Y,,,Y,,,,,
2024,TPG,2500007,-34.4247,150.89343,,,Y,Y,Y,Y,,,Y,,,,
2024,TPG,2500010,-34.43992,150.88685,,,Y,Y,Y,,,,,,,,
2024,TPG,2500017,-34.418409,150.888747,,,,Y,,,,,,,,,
2024,TPG,2500019,-34.40723,150.87852,,,Y,Y,,,,,,,,,
2024,TPG,2500020,-34.40887,150.89146,,,,Y,Y,,,,,,,,
2024,TPG,2500021,-34.43098,150.88521,,,,Y,,,,,,,,,
2024,TPG,2500022,-34.4306,150.89326,,,Y,Y,Y,Y,,,Y,,,,
2024,TPG,2500023,-34.42382,150.89101,,,Y,Y,Y,Y,,,Y,,,,
2024,TPG,2500024,-34.42021,150.90234,,,Y,Y,Y,Y,,,Y,,,,
2024,TPG,2500030,-34.42891,150.90107,,,Y,Y,Y,,,,,,,,
2024,TPG,2502002,-34.48846,150.88827,,,Y,Y,Y,,,Y,,,,,
2024,TPG,2502002,-34.48659,150.88875,,,Y,Y,Y,Y,,,Y,,,,
2024,TPG,2502004,-34.48614,150.88092,,,Y,Y,Y,Y,,,Y,,,,
2024,TPG,2502005,-34.50803,150.87589,,,Y,Y,,,,,,,,,
2024,TPG,2505008,-34.48658,150.90195,,,Y,Y,Y,Y,,,Y,,,,
2024,TPG,2505010,-34.478519,150.90346,,,Y,Y,Y,,,,,,,,
2024,TPG,2506003,-34.4772,150.83914,,,,Y,,,,,,,,,
2024,TPG,2506004,-34.482168,150.848738,,,Y,Y,Y,Y,,,Y,,,,
2024,TPG,2506005,-34.47026,150.85862,,,Y,Y,Y,Y,,,,,,,
2024,TPG,2508001,-34.1695,150.96985,,,Y,Y,Y,Y,,,Y,,,,
2024,TPG,2508003,-34.22098855,150.9878568,,,Y,Y,Y,Y,,,Y,,,,
2024,TPG,2508004,-34.17727,150.99957,,,Y,Y,Y,,,,,,,,
2024,TPG,2508005,-34.26243,150.93457,,,Y,Y,Y,Y,,,Y,,,,
2024,TPG,2508012,-34.19869,150.97392,,,Y,Y,,,,,,,,,
2024,TPG,2508013,-34.22505,150.9474,,,Y,Y,Y,Y,,,,,,,
2024,TPG,2508017,-34.22361,150.99501,,,,,,Y,,,,,,,
2024,TPG,2515001,-34.316452,150.921296,,,Y,Y,,,,,,,,,
2024,TPG,2515003,-34.26504,150.96472,,,Y,Y,Y,,,,,,,,
2024,TPG,2515004,-34.30611,150.92972,,,Y,Y,,,,,,,,,
2024,TPG,2515005,-34.28975,150.94212,,,Y,Y,,Y,,,Y,,,,
2024,TPG,2516001,-34.32827,150.89615,,,Y,Y,Y,Y,,,Y,,,,
2024,TPG,2516005,-34.33526,150.91422,,,,,Y,,,,,,,,
2024,TPG,2517002,-34.323409,150.882163,,,Y,Y,Y,,,,,,,,
2024,TPG,2517004,-34.361483,150.912207,,,Y,Y,Y,Y,,,Y,,,,
2024,TPG,2517005,-34.3444,150.92085,,,Y,Y,,,,,,,,,
2024,TPG,2518002,-34.370239,150.925713,,,Y,Y,Y,Y,,,Y,,,,
2024,TPG,2518004,-34.38388,150.91141,,,,Y,,,,,,,,,
2024,TPG,2518005,-34.390619,150.904538,,,Y,Y,,,,,,,,,
2024,TPG,2519001,-34.387492,150.891042,,,Y,Y,Y,Y,,,,,,,
2024,TPG,2519006,-34.40008,150.88228,,,Y,Y,,,,,,,,,
2024,TPG,2519009,-34.40333,150.89833,,,Y,Y,Y,,,,,,,,
2024,TPG,2525003,-34.44087,150.86268,,,Y,Y,,,,,,,,,
2024,TPG,2525005,-34.436544,150.863232,,,Y,Y,,Y,,,,,,,
2024,TPG,2526001,-34.46054,150.8455,,,Y,Y,Y,Y,,,Y,,,,
2024,TPG,2526002,-34.42192,150.83991,,,Y,Y,Y,Y,,,Y,,,,
2024,TPG,2526004,-34.45824,150.81736,,,Y,Y,,,,,,,,,
2024,TPG,2526005,-34.453641,150.857771,,,Y,Y,Y,Y,,,Y,,,,
2024,TPG,2526008,-34.453783,150.837401,,,,Y,,,,,,,,,
2024,TPG,2527003,-34.56113,150.79666,,,Y,Y,Y,Y,,,Y,,,,
2024,TPG,2527004,-34.57215616,150.774017,,,Y,Y,Y,,,,,,,,
2024,TPG,2527016,-34.576908,150.812672,,,Y,Y,Y,Y,,,Y,,,,
2024,TPG,2528001,-34.546635,150.842226,,,Y,Y,Y,Y,,,Y,,,,
2024,TPG,2528003,-34.530287,150.869288,,,,Y,,,,,,,,,
2024,TPG,2529002,-34.564434,150.839946,,,Y,Y,Y,Y,,,,,,,
2024,TPG,2529002,-34.56413,150.83828,,,Y,Y,Y,Y,,,Y,,,,
2024,TPG,2529003,-34.57356,150.83235,,,Y,Y,Y,Y,,,Y,,,,
2024,TPG,2529004,-34.56513,150.80975,,,Y,Y,,,,,,,,,
2024,TPG,2529005,-34.56853,150.86599,,,Y,Y,Y,,,,,,,,
2024,TPG,2529008,-34.58281,150.87031,,,Y,,,,,,,,,,
2024,TPG,2529010,-34.575,150.84715,,,,Y,,,,,,,,,
2024,TPG,2529012,-34.60603266,150.8460059,,,Y,Y,Y,Y,,,,,,,
2024,TPG,2530001,-34.49423,150.79231,,,Y,Y,Y,Y,,,Y,,,,
2024,TPG,2530002,-34.51861,150.79942,,,Y,Y,Y,Y,,,Y,,,,
2024,TPG,2530003,-34.53728,150.78016,,,Y,Y,Y,Y,,,Y,,,,
2024,TPG,2530006,-34.510779,150.78566,,,,,Y,,,,,,,,
2024,TPG,2530008,-34.504506,150.809418,,,,Y,,,,,,,,,
2024,TPG,2533001,-34.67438,150.85713,,,Y,Y,Y,Y,,,Y,,,,
2024,TPG,2533003,-34.69833,150.79239,,,Y,Y,Y,Y,,,Y,,,,
2024,TPG,2533007,-34.6438,150.84542,,,Y,Y,Y,Y,,,Y,,,,
2024,TPG,2533008,-34.644202,150.853784,,,Y,Y,Y,,,,,,,,
2024,TPG,2533010,-34.656539,150.850966,,,Y,Y,Y,Y,,,Y,,,,
2024,TPG,2533026,-34.68447,150.83756,,,Y,Y,Y,Y,,,Y,,,,
2024,TPG,2534002,-34.7562,150.824,,,Y,Y,,,,,,,,,
2024,TPG,2534003,-34.7124,150.8421,,,Y,Y,,,,,,,,,
2024,TPG,2535001,-34.80061,150.72001,,,Y,,Y,,,,,,,,
2024,TPG,2536001,-35.729992,150.186527,,,Y,Y,Y,,,,,,,,
2024,TPG,2536002,-35.7952,150.00606,,,Y,,,,,,,,,,
2024,TPG,2537002,-35.9114,150.07838,,,Y,,,,,,,,,,
2024,TPG,2537003,-35.98778,150.07583,,,Y,,,,,,,,,,
2024,TPG,2539001,-35.34867259,150.4533414,,,Y,Y,,,,,,,,,
2024,TPG,2539003,-35.24517,150.43797,,,Y,Y,Y,,,,,,,,
2024,TPG,2539011,-35.36988,150.45101,,,Y,Y,,,,,,,,,
2024,TPG,2539014,-35.45258,150.32061,,,Y,,,,,,,,,,
2024,TPG,2539016,-35.32164,150.46275,,,Y,Y,,,,,,,,,
2024,TPG,2540001,-34.93033031,150.7477835,,,Y,Y,,,,,,,,,
2024,TPG,2540002,-35.06304,150.55438,,,Y,,,,,,,,,,
2024,TPG,2540003,-35.16551,150.44529,,,Y,Y,Y,Y,,,Y,,,,
2024,TPG,2540004,-35.16713,150.57592,,,Y,,,,,,,,,,
2024,TPG,2540005,-35.0339,150.657,,,Y,Y,,,,,,,,,
2024,TPG,2540007,-34.98909,150.71955,,,Y,Y,,,,,,,,,
2024,TPG,2540010,-35.08505,150.67845,,,Y,Y,Y,Y,,,Y,,,,
2024,TPG,2540011,-35.0189,150.8247,,,Y,Y,,,,,,,,,
2024,TPG,2540012,-34.9892,150.5966,,,Y,Y,,,,,,,,,
2024,TPG,2540014,-34.95297,150.7064,,,Y,Y,,,,,,,,,
2024,TPG,2540016,-34.88804,150.62326,,,Y,Y,Y,,,,,,,,
2024,TPG,2540017,-35.09869,150.621899,,,Y,Y,,,,,,,,,
2024,TPG,2540021,-35.08826,150.5515,,,Y,Y,Y,,,,,,,,
2024,TPG,2541001,-34.87933,150.60137,,,Y,,,,,,,,,,
2024,TPG,2541002,-34.91035,150.60736,,,Y,Y,,,,,,,,,
2024,TPG,2541003,-34.800216,150.577169,,,Y,Y,Y,,,,,,,,
2024,TPG,2541004,-34.84203,150.59182,,,Y,Y,Y,,,,,,,,
2024,TPG,2541016,-34.88609,150.58056,,,Y,Y,,,,,,,,,
2024,TPG,2541023,-34.85966,150.57221,,,Y,Y,Y,Y,,,Y,,,,
2024,TPG,2541024,-34.89344,150.60351,,,Y,Y,Y,,,,,,,,
2024,TPG,2545001,-36.08823,150.05687,,,Y,,,,,,,,,,
2024,TPG,2546002,-36.327338,150.024312,,,Y,,,,,,,,,,
2024,TPG,2546003,-36.195514,150.083602,,,Y,,,,,,,,,,
2024,TPG,2548001,-36.86948,149.89688,,,Y,,,,,,,,,,
2024,TPG,2550003,-36.49358,149.82639,,,Y,,,,,,,,,,
2024,TPG,2550006,-36.67621,149.80535,,,Y,,,,,,,,,,
2024,TPG,2550007,-36.38265,149.90649,,,Y,,,,,,,,,,
2024,TPG,2550008,-36.84228,149.80694,,,Y,,,,,,,,,,
2024,TPG,2550034,-36.689036,149.858563,,,Y,,,,,,,,,,
2024,TPG,2551001,-37.01095,149.88947,,,Y,,,,,,,,,,
2024,TPG,2551002,-37.19486,149.90004,,,Y,Y,,,,,,,,,
2024,TPG,2555002,-33.8698,150.7626,,,Y,Y,,,,,,,,,
2024,TPG,2557005,-34.00822,150.76747,,,Y,Y,Y,Y,,,Y,,,,
2024,TPG,2557006,-34.0257,150.76244,,,Y,Y,Y,Y,,,Y,,,,
2024,TPG,2558003,-34.012427,150.804164,,,Y,Y,Y,,,,,,,,
2024,TPG,2559001,-34.034588,150.795952,,,Y,Y,Y,Y,,,Y,,,,
2024,TPG,2559002,-34.05148,150.81072,,,Y,Y,Y,Y,,,Y,,,,
2024,TPG,2559003,-34.04254,150.78411,,,Y,Y,Y,Y,,,Y,,,,
2024,TPG,2559004,-34.04349,150.81886,,,Y,Y,Y,,,,,,,,
2024,TPG,2560003,-34.20948,150.79051,,,Y,Y,Y,Y,,,Y,,,,
2024,TPG,2560004,-34.05142,150.83366,,,Y,Y,Y,,,,,,,,
2024,TPG,2560006,-34.10415,150.78452,,,Y,Y,Y,Y,,,Y,,,,
2024,TPG,2560008,-34.047024,150.8594,,,Y,Y,Y,Y,,,Y,,,,
2024,TPG,2560011,-34.07286171,150.8421203,,,Y,Y,Y,Y,,,Y,,,,
2024,TPG,2560012,-34.10971,150.77071,,,Y,Y,Y,Y,,,Y,,,,
2024,TPG,2560013,-34.077808,150.805225,,,Y,Y,Y,,,Y,,,,,
2024,TPG,2560014,-34.1009,150.80267,,,Y,Y,Y,,,,,,,,
2024,TPG,2560015,-34.066827,150.814165,,,Y,Y,Y,,,,,,,,
2024,TPG,2560016,-34.09317,150.81856,,,Y,Y,Y,Y,,,Y,,,,
2024,TPG,2560018,-34.07624,150.79677,,,Y,Y,Y,Y,,,Y,,,,
2024,TPG,2560020,-34.09508,150.79454,,,Y,Y,Y,,,,,,,,
2024,TPG,2560022,-34.10896,150.80694,,,Y,Y,Y,Y,,,Y,,,,
2024,TPG,2560023,-34.06562,150.83436,,,Y,Y,Y,Y,,,Y,,,,
2024,TPG,2560029,-34.07328497,150.799413,,,Y,Y,Y,Y,,,Y,,,,
2024,TPG,2560030,-34.08709,150.78835,,,Y,Y,,,,,,,,,
2024,TPG,2560032,-34.08135,150.8081,,,Y,Y,Y,,,,,,,,
2024,TPG,2560036,-34.08181,150.7735,,,Y,Y,Y,Y,,,Y,,,,
2024,TPG,2560038,-34.069207,150.810393,,,Y,Y,Y,Y,,,Y,,,,
2024,TPG,2560045,-34.37164,150.86097,,,Y,Y,Y,Y,,,Y,,,,
2024,TPG,2564001,-33.98138,150.88376,,,Y,Y,Y,Y,,,Y,,,,
2024,TPG,2564002,-33.98597869,150.9041353,,,Y,Y,Y,Y,,,Y,,,,
2024,TPG,2564004,-33.99611,150.89857,,,Y,Y,Y,Y,,,Y,,,,
2024,TPG,2565003,-34.00859355,150.8762664,,,Y,Y,Y,Y,,,Y,,,,
2024,TPG,2565004,-34.00446,150.85796,,,Y,Y,Y,Y,,,Y,,,,
2024,TPG,2565005,-33.996526,150.858163,,,Y,Y,Y,Y,,,Y,,,,
2024,TPG,2565006,-34.00435,150.84259,,,Y,Y,,,,,,,,,
2024,TPG,2565007,-33.98116,150.86589,,,Y,Y,Y,Y,,,Y,,,,
2024,TPG,2565010,-33.97829,150.8499,,,Y,Y,Y,Y,,,Y,,,,
2024,TPG,2565011,-33.994569,150.822784,,,Y,Y,Y,,,,,,,,
2024,TPG,2565015,-33.97322,150.82867,,,Y,Y,Y,Y,,,Y,,,,
2024,TPG,2566002,-34.028264,150.834119,,,Y,Y,Y,Y,,,Y,,,,
2024,TPG,2566004,-34.02342,150.82478,,,Y,Y,Y,,,,,,,,
2024,TPG,2566006,-34.02971,150.86097,,,Y,Y,Y,Y,,,Y,,,,
2024,TPG,2566007,-34.03749,150.84384,,,Y,Y,Y,,,,,,,,
2024,TPG,2566009,-34.01537,150.85863,,,,,Y,Y,,,,,,,
2024,TPG,2566010,-34.01118,150.82736,,,Y,Y,Y,Y,,,,,,,
2024,TPG,2566019,-34.02289,150.84217,,,Y,Y,Y,Y,,,Y,,,,
2024,TPG,2566020,-34.00391,150.79636,,,Y,Y,Y,Y,,,Y,,,,
2024,TPG,2567001,-34.03787,150.73249,,,Y,Y,Y,Y,,,Y,,,,
2024,TPG,2567002,-34.03897,150.7613,,,Y,Y,Y,Y,,,,,,,
2024,TPG,2567004,-34.042074,150.737241,,,Y,Y,Y,Y,,,,,,,
2024,TPG,2567005,-34.07672,150.74839,,,Y,Y,Y,Y,,,Y,,,,
2024,TPG,2567007,-34.057429,150.783346,,,Y,Y,Y,Y,,,Y,,,,
2024,TPG,2567009,-34.0418,150.75266,,,Y,Y,Y,Y,,,Y,,,,
2024,TPG,2567012,-34.05194728,150.7311491,,,Y,Y,Y,Y,,,Y,,,,
2024,TPG,2568001,-34.16797,150.69771,,,Y,Y,Y,Y,,,,,,,
2024,TPG,2569002,-34.16898,150.72594,,,Y,Y,,,,,,,,,
2024,TPG,2569003,-34.199095,150.707768,,,Y,Y,,,,,,,,,
2024,TPG,2570001,-34.062345,150.694038,,,Y,Y,Y,,,,,,,,
